data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2026-03-25 12:27:36.750458;1592;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Margaret Pierce;feminino;pix
2026-03-25 13:56:49.593947;1593;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Michelle Bonilla;feminino;cartão de crédito
2026-03-25 14:03:51.183057;1594;São Paulo;Lucas Pereira;Smartwatch Garmin;Mickie Lind;feminino;pix
2026-03-25 14:04:09.598856;1595;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Betty Sykes;feminino;pix
2026-03-25 14:29:07.294564;1596;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Mauricio Barnett;masculino;dinheiro
2026-03-25 14:56:07.480169;1597;São Paulo;Lucas Pereira;Smartwatch Garmin;Larry Diehl;masculino;cartão de crédito
2026-03-25 15:15:38.553850;1598;São Paulo;Ana Oliveira;Smartwatch Garmin;Danielle Abbott;feminino;boleto
2026-03-26 06:01:23.686027;1599;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Betty Knepper;feminino;boleto
2026-03-26 10:26:27.754528;1600;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Bertram Reich;masculino;boleto
2026-03-26 11:53:53.596734;1601;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Florence Maymon;feminino;dinheiro
2026-03-27 07:38:27.401764;1602;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Rosemary Gould;feminino;boleto
2026-03-27 08:02:56.242169;1603;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Thomas Hedgepeth;masculino;dinheiro
2026-03-27 08:38:09.923486;1604;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Heather Davis;feminino;boleto
2026-03-27 12:51:13.544840;1605;São Paulo;Lucas Pereira;Tablet Apple Ipad;Nicholas House;masculino;boleto
2026-03-28 09:17:09.851961;1606;Florianópolis;Tiago Lima;Smartwatch Garmin;Linda Wimberly;feminino;cartão de crédito
2026-03-28 10:40:12.587334;1607;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Mark Evans;masculino;dinheiro
2026-03-28 11:29:20.683453;1608;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Charles Biglin;masculino;cartão de crédito
2026-03-28 13:08:56.093743;1609;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Julie Licata;feminino;boleto
2026-03-28 15:47:11.562326;1610;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Mary Barrow;feminino;dinheiro
2026-03-29 06:36:11.632945;1611;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Tyler Delacruz;masculino;boleto
2026-03-29 13:39:55.121966;1612;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Dennis Hall;masculino;pix
2026-03-29 14:39:09.178447;1613;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Joseph Still;masculino;pix
2026-03-29 16:20:09.100391;1614;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Jean Marino;masculino;boleto
2026-03-30 06:50:22.455358;1615;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Helen Prudhomme;feminino;dinheiro
2026-03-30 07:09:10.422995;1616;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Rodney Adams;masculino;dinheiro
2026-03-30 07:55:07.936032;1617;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Jessica Carr;feminino;dinheiro
2026-03-30 11:36:06.730277;1618;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Patrick Agee;masculino;cartão de crédito
2026-03-30 12:13:47.225414;1619;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Lashawn Yarborough;feminino;cartão de crédito
2026-03-30 12:37:23.786555;1620;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Brandi Baez;feminino;cartão de crédito
2026-03-31 05:45:50.333695;1621;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Kandi Rodriguez;feminino;cartão de crédito
2026-03-31 07:53:53.029311;1622;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Stella Cron;feminino;cartão de crédito
2026-03-31 08:00:56.536671;1623;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Patrick Veit;masculino;cartão de crédito
2026-03-31 08:01:12.120485;1624;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Sandra Boore;feminino;pix
2026-03-31 09:44:35.773725;1625;São Paulo;Ana Oliveira;Tablet Apple Ipad;Vicky Thompson;feminino;cartão de crédito
2026-03-31 12:33:31.068820;1626;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Felipe Townes;masculino;pix
2026-03-31 12:34:51.800451;1627;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Betty Rainville;feminino;cartão de crédito
2026-03-31 13:16:07.487168;1628;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Ryan Ellison;masculino;boleto
2026-03-31 13:57:52.944600;1629;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Sherri Finnegan;feminino;pix
2026-03-31 15:12:27.195048;1630;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;James Erickson;masculino;boleto
2026-04-01 06:05:12.160136;1631;Florianópolis;Tiago Lima;Tablet Apple Ipad;Hiram Mcraney;masculino;boleto
2026-04-01 09:15:19.338825;1632;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Lacie Christian;feminino;cartão de crédito
2026-04-01 09:56:10.084407;1633;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Rebecca Harvey;feminino;pix
2026-04-01 15:13:07.958264;1634;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Garry Bowen;masculino;cartão de crédito
2026-04-02 05:56:52.718085;1635;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Margaret Paige;feminino;pix
2026-04-02 06:10:51.374827;1636;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Kimberly Lawler;feminino;boleto
2026-04-02 06:43:52.782739;1637;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Herbert Rose;masculino;pix
2026-04-02 08:37:31.881021;1638;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Robert Gray;masculino;cartão de crédito
2026-04-02 08:52:28.213645;1639;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;John Miles;masculino;cartão de crédito
2026-04-02 10:43:07.427125;1640;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Kimberly Mayle;feminino;pix
2026-04-02 11:36:08.016948;1641;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Lena Bloom;feminino;boleto
2026-04-02 13:35:11.988148;1642;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Bonnie Kinney;feminino;cartão de crédito
2026-04-02 13:47:55.839302;1643;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Gary Pocai;masculino;cartão de crédito
2026-04-02 14:37:10.160293;1644;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Greg Mortimer;masculino;dinheiro
2026-04-02 16:01:53.590715;1645;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Eugene Begley;masculino;dinheiro
2026-04-03 06:28:52.573957;1646;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Viola Zabala;feminino;pix
2026-04-03 06:33:10.214035;1647;São Paulo;Ana Oliveira;Smartwatch Garmin;Gena Lekan;feminino;pix
2026-04-03 08:39:07.463168;1648;São Paulo;Ana Oliveira;Tablet Apple Ipad;Eva Vest;feminino;pix
2026-04-03 11:36:14.520791;1649;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Adam Mosqueda;masculino;pix
2026-04-03 12:14:42.429137;1650;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Charles Parrish;masculino;cartão de crédito
2026-04-03 12:59:07.009752;1651;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Theresa Purington;feminino;dinheiro
2026-04-03 14:57:33.470881;1652;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;David Hernandez;masculino;dinheiro
2026-04-04 06:23:18.627753;1653;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Glen Hill;masculino;cartão de crédito
2026-04-04 07:02:11.099082;1654;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Christa Miller;feminino;dinheiro
2026-04-04 11:50:07.444648;1655;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Pearly Davis;feminino;dinheiro
2026-04-04 12:13:12.862390;1656;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Salvatore Flores;masculino;cartão de crédito
2026-04-05 06:39:11.129082;1657;São Paulo;Ana Oliveira;Smartwatch Garmin;Alisha Barr;feminino;boleto
2026-04-05 09:14:09.380551;1658;São Paulo;Lucas Pereira;Tablet Apple Ipad;Paula Kilgallon;feminino;cartão de crédito
2026-04-05 09:19:11.303960;1659;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Esther Welsh;feminino;cartão de crédito
2026-04-05 09:50:43.952125;1660;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Linda Brink;feminino;cartão de crédito
2026-04-05 11:03:27.405756;1661;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Jeffrey Rouse;masculino;pix
2026-04-05 14:25:26.317390;1662;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Paula True;feminino;boleto
2026-04-06 08:32:07.818932;1663;Florianópolis;Tiago Lima;Tablet Apple Ipad;Charles Allen;masculino;boleto
2026-04-06 09:16:10.680705;1664;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Dorothy Engel;feminino;dinheiro
2026-04-06 12:02:50.500301;1665;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Mario Liggett;masculino;pix
2026-04-06 12:09:41.063655;1666;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Dana Ellis;feminino;pix
2026-04-06 12:55:50.452267;1667;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Erik Ray;masculino;cartão de crédito
2026-04-06 15:25:08.312229;1668;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Joan Johnson;feminino;cartão de crédito
2026-04-06 15:28:47.535627;1669;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Timothy Bell;masculino;dinheiro
2026-04-06 16:18:13.104999;1670;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Samuel Hernandez;masculino;pix
2026-04-07 07:17:08.325746;1671;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Kristen Boyd;feminino;cartão de crédito
2026-04-07 07:46:35.548585;1672;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Ester Kimbrough;feminino;pix
2026-04-07 07:48:50.747173;1673;São Paulo;Lucas Pereira;Tablet Apple Ipad;Thomas Vaughan;masculino;boleto
2026-04-07 10:02:44.327443;1674;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Kelly Bates;feminino;boleto
2026-04-07 10:28:50.765793;1675;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Allan Hicks;masculino;boleto
2026-04-07 11:45:51.493095;1676;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Cindy Hylton;feminino;dinheiro
2026-04-07 12:09:52.564943;1677;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Tiffany Harris;feminino;dinheiro
2026-04-07 12:19:51.477585;1678;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Catherine Mair;feminino;boleto
2026-04-07 14:39:19.901458;1679;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Ying Huey;feminino;pix
2026-04-08 05:39:29.153699;1680;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Johnny Page;masculino;dinheiro
2026-04-08 10:20:07.607886;1681;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Lauren Benjamin;feminino;pix
2026-04-08 14:59:51.694726;1682;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Ruth Kaelker;feminino;boleto
2026-04-09 09:20:43.440949;1683;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Gladis Clark;feminino;dinheiro
2026-04-09 11:57:11.528775;1684;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Adrienne Sturgeon;feminino;pix
2026-04-09 12:15:35.237787;1685;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Edward Jordan;masculino;cartão de crédito
2026-04-09 13:01:11.231209;1686;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Terry Charles;masculino;cartão de crédito
2026-04-10 05:49:51.189061;1687;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Thomas Lassiter;masculino;pix
2026-04-10 07:04:06.728278;1688;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Amanda Weeks;feminino;cartão de crédito
2026-04-10 08:12:12.327977;1689;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Jeanne Crum;feminino;dinheiro
2026-04-10 10:55:09.923486;1690;Florianópolis;Tiago Lima;Smartwatch Garmin;Kathy Hale;feminino;cartão de crédito
2026-04-10 15:06:44.446567;1691;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;John Gauthier;masculino;dinheiro
2026-04-10 15:42:49.805764;1692;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Maria Jackson;feminino;pix
2026-04-11 07:13:39.202107;1693;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Barbara Johnson;feminino;boleto
2026-04-11 07:51:50.453799;1694;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Shanita West;feminino;boleto
2026-04-11 08:00:10.431556;1695;Florianópolis;Gabriela Santos;Smartwatch Garmin;Percy Jones;masculino;boleto
2026-04-11 10:43:18.368102;1696;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Leroy Simmons;masculino;dinheiro
2026-04-11 11:57:09.663324;1697;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Kurtis Holleran;masculino;cartão de crédito
2026-04-11 12:49:15.017110;1698;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Regina Walsh;feminino;dinheiro
2026-04-12 07:04:53.935093;1699;Florianópolis;Gabriela Santos;Tablet Apple Ipad;James Miyata;masculino;pix
2026-04-12 11:22:27.046684;1700;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Samantha Strange;feminino;dinheiro
2026-04-12 11:50:27.769538;1701;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Adam Lu;masculino;cartão de crédito
2026-04-12 12:02:09.523263;1702;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Gregory Giannini;masculino;pix
2026-04-12 12:45:52.618532;1703;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Don Bulat;masculino;cartão de crédito
2026-04-12 15:04:27.583013;1704;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Russ Burke;masculino;pix
2026-04-13 07:14:50.449263;1705;São Paulo;Ana Oliveira;Smartwatch Garmin;Robin Collier;feminino;cartão de crédito
2026-04-13 08:06:50.408736;1706;São Paulo;Lucas Pereira;Smartwatch Garmin;Anthony Dubois;masculino;boleto
2026-04-13 10:18:47.263143;1707;Florianópolis;Gabriela Santos;Smartwatch Garmin;Ruben Pope;masculino;dinheiro
2026-04-13 10:41:08.018970;1708;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Geraldine Gonzalez;feminino;cartão de crédito
2026-04-13 12:30:49.799764;1709;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Rachel James;feminino;pix
2026-04-13 12:49:50.301702;1710;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Cassandra Bernacchi;feminino;cartão de crédito
2026-04-13 13:14:18.135723;1711;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Andy Williams;masculino;cartão de crédito
2026-04-13 14:32:08.144893;1712;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Candace Duffy;feminino;cartão de crédito
2026-04-14 10:51:26.372053;1713;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Joanna Green;feminino;boleto
2026-04-14 11:13:10.156258;1714;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Howard Mclaughlin;masculino;boleto
2026-04-14 12:10:08.915379;1715;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Kelvin Oldenkamp;masculino;boleto
2026-04-14 16:27:50.096048;1716;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Larry Leri;masculino;cartão de crédito
2026-04-14 16:36:10.030766;1717;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Lura Delgado;feminino;dinheiro
2026-04-15 05:53:49.996470;1718;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Janice Loaiza;feminino;dinheiro
2026-04-15 08:16:13.818664;1719;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;John Arrington;masculino;cartão de crédito
2026-04-15 09:06:20.648446;1720;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Carol Williford;feminino;dinheiro
2026-04-15 10:16:07.264289;1721;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Jessica Robertson;feminino;pix
2026-04-15 13:39:11.757465;1722;Florianópolis;Tiago Lima;Notebook Dell Inspiron;William Grant;masculino;pix
2026-04-16 06:03:14.085372;1723;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Phillip Spinelli;masculino;cartão de crédito
2026-04-16 07:20:07.251565;1724;Florianópolis;Gabriela Santos;Smartwatch Garmin;David Ferrell;masculino;pix
2026-04-16 07:37:47.265714;1725;São Paulo;Lucas Pereira;Tablet Apple Ipad;Martha Walker;feminino;boleto
2026-04-16 08:31:39.744487;1726;Florianópolis;Tiago Lima;Smartwatch Garmin;Loretta Piatkowski;feminino;dinheiro
2026-04-16 08:37:11.923389;1727;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Gaye Flores;feminino;dinheiro
2026-04-16 14:59:33.040100;1728;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Diane Roberts;feminino;dinheiro
2026-04-16 15:39:14.158373;1729;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Phyllis Weed;feminino;pix
2026-04-17 11:11:44.459566;1730;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Kenneth King;masculino;boleto
2026-04-17 12:39:13.838659;1731;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;George Mcdonald;masculino;dinheiro
2026-04-17 15:36:16.356732;1732;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Dan Meckes;masculino;boleto
2026-04-17 15:36:54.858092;1733;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Robert Buchan;masculino;boleto
2026-04-17 15:58:11.240226;1734;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Carole Bowey;feminino;boleto
2026-04-18 09:41:13.108999;1735;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Christopher Rodman;masculino;pix
2026-04-18 09:55:50.269695;1736;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Nicholas Tantillo;masculino;cartão de crédito
2026-04-18 12:30:50.376737;1737;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Robert Avella;masculino;cartão de crédito
2026-04-18 13:28:56.240972;1738;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Carolyn Justice;feminino;dinheiro
2026-04-18 14:12:39.716482;1739;Florianópolis;Gabriela Santos;Smartwatch Garmin;Christopher Mcghee;masculino;dinheiro
2026-04-18 15:11:25.876649;1740;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Gladys Rose;feminino;dinheiro
2026-04-18 15:23:54.565425;1741;São Paulo;Ana Oliveira;Tablet Apple Ipad;Carmen Jarboe;masculino;boleto
2026-04-18 15:48:20.763549;1742;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Yoko Biles;feminino;cartão de crédito
2026-04-18 16:12:52.616533;1743;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Julia Anderson;feminino;boleto
2026-04-19 05:51:49.803761;1744;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Tiffany Williamson;feminino;pix
2026-04-19 06:11:33.441875;1745;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Marie Garay;feminino;pix
2026-04-19 06:53:11.648945;1746;São Paulo;Lucas Pereira;Smartwatch Garmin;Amber Wong;feminino;pix
2026-04-19 07:10:08.156896;1747;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Jean Laux;feminino;pix
2026-04-19 10:53:27.160754;1748;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Jared Baskin;masculino;cartão de crédito
2026-04-19 13:17:35.829252;1749;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Mary Bridge;feminino;pix
2026-04-19 14:48:13.377627;1750;São Paulo;Ana Oliveira;Smartwatch Garmin;Evelyn Ansbro;feminino;cartão de crédito
2026-04-19 16:15:56.238966;1751;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Thomas Jackson;masculino;dinheiro
2026-04-20 08:12:55.125476;1752;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Walter Frederick;masculino;cartão de crédito
2026-04-20 09:16:14.644970;1753;São Paulo;Lucas Pereira;Smartwatch Garmin;Gonzalo Coro;masculino;pix
2026-04-20 13:16:17.449128;1754;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Michael Purdy;masculino;cartão de crédito
2026-04-20 13:47:28.575218;1755;Florianópolis;Tiago Lima;Smartwatch Garmin;Naomi Solian;feminino;pix
2026-04-20 14:56:51.146131;1756;São Paulo;Lucas Pereira;Smartwatch Garmin;Michael Rodriguez;masculino;cartão de crédito
2026-04-20 15:19:37.246785;1757;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Melissa Jansen;feminino;boleto
2026-04-20 16:33:11.138082;1758;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Renae Brown;feminino;cartão de crédito
2026-04-21 07:54:51.488092;1759;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Jeffrey Hammond;masculino;cartão de crédito
2026-04-21 09:29:06.861878;1760;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Shannon Little;feminino;pix
2026-04-21 13:17:08.958845;1761;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Bud Stuer;masculino;dinheiro
2026-04-21 14:04:56.080056;1762;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Jean Weber;feminino;pix
2026-04-21 16:25:09.115415;1763;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Henry Mariner;masculino;cartão de crédito
2026-04-23 08:54:07.551336;1764;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Victor Hicks;masculino;boleto
2026-04-23 09:27:08.898347;1765;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Angela Kelley;feminino;dinheiro
2026-04-23 12:55:10.322817;1766;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Harold Craycraft;masculino;dinheiro
2026-04-23 14:21:07.603883;1767;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Andrea Moyer;feminino;pix
2026-04-24 11:52:55.347948;1768;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;David Gibbons;masculino;pix
2026-04-24 15:36:39.216994;1769;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Sandra Oaks;feminino;dinheiro
2026-04-24 16:27:24.966222;1770;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Mary Nemoede;feminino;boleto
2026-04-25 12:26:19.799835;1771;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Jeanne Frazier;feminino;pix
2026-04-25 13:07:32.839912;1772;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Evelyn Heier;feminino;dinheiro
2026-04-25 13:19:44.816517;1773;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Cornell Barker;masculino;pix
2026-04-25 15:18:43.397888;1774;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Bettie Negrete;feminino;pix
2026-04-26 07:32:12.379016;1775;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Michael Rae;masculino;pix
2026-04-26 08:32:07.549311;1776;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Brian Griffin;masculino;cartão de crédito
2026-04-26 08:35:52.548948;1777;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Dean Jeter;masculino;dinheiro
2026-04-26 10:39:50.637949;1778;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Michael Mcginnis;masculino;pix
2026-04-26 13:34:47.760928;1779;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Johanna Owens;feminino;boleto
2026-04-26 15:08:31.035817;1780;São Paulo;Lucas Pereira;Tablet Apple Ipad;Thomas Martin;masculino;dinheiro
2026-04-27 06:19:49.786222;1781;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Wayne Rodriguez;masculino;boleto
2026-04-27 06:42:53.438059;1782;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Sandra Green;feminino;boleto
2026-04-27 11:55:10.303631;1783;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Aubrey Oliverio;masculino;dinheiro
2026-04-27 12:05:07.575370;1784;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Joseph Christensen;masculino;pix
2026-04-27 14:19:52.707076;1785;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Jerry Breland;masculino;dinheiro
2026-04-27 14:48:43.114057;1786;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Paulette Page;feminino;dinheiro
2026-04-27 16:30:16.485413;1787;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Florentino Quinn;masculino;boleto
2026-04-28 08:45:07.738101;1788;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Eileen Soders;feminino;cartão de crédito
2026-04-28 09:56:12.108396;1789;São Paulo;Ana Oliveira;Tablet Apple Ipad;Lindsay Cedeno;feminino;pix
2026-04-28 12:44:55.447319;1790;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Wendy Kaminski;feminino;dinheiro
2026-04-28 14:39:50.661006;1791;São Paulo;Ana Oliveira;Smartwatch Garmin;Barry Vigo;masculino;cartão de crédito
2026-04-28 15:43:09.784649;1792;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Barbara Garnand;feminino;pix
2026-04-30 05:40:09.355468;1793;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Manuel Schoonover;masculino;dinheiro
2026-04-30 07:26:42.658465;1794;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Kathy Kallman;feminino;pix
2026-04-30 14:03:51.147129;1795;Florianópolis;Gabriela Santos;Smartwatch Garmin;Barbara Mccarty;feminino;boleto
2026-04-30 14:41:17.536134;1796;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Thomas Hunt;masculino;pix
2026-04-30 15:21:14.536812;1797;Florianópolis;Gabriela Santos;Smartwatch Garmin;Randy Mabry;masculino;boleto
2026-05-01 06:14:49.618785;1798;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Frank Swan;masculino;dinheiro
2026-05-01 13:52:33.437874;1799;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Gina Miller;feminino;boleto
2026-05-02 05:54:28.270618;1800;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Stephen Herring;masculino;cartão de crédito
2026-05-02 06:44:39.306271;1801;São Paulo;Lucas Pereira;Tablet Apple Ipad;Jason Jackson;masculino;dinheiro
